final_h,final_t,L,d_sequence,hash
16.75,66,9,"[3, 4, 3, 4, 4, 4, 4, 4, 3]",e64ce8f6517c221bb4877396567dbe64
16.69,104,5,"[8, 8, 15, 10, 11]",273581c9f6b42d8a8cb4cf5151fb299b
16.68,64,12,"[3, 3, 2, 3, 2, 2, 3, 3, 3, 2, 3, 3]",bf21fdb6fda5e1f9e44c217f2f689cc1
16.54,102,5,"[8, 11, 9, 15, 8]",7da647a7165e3bcb9c0cb4f325ea2f4e
16.31,96,5,"[9, 10, 10, 10, 9]",7e8cfb38994c92eeefc2659f73eb6e4b
16.78,74,7,"[5, 5, 5, 5, 6, 5, 6]",15fa24402591ef6d27116a21c07d5b6d
16.75,66,9,"[4, 4, 4, 4, 4, 3, 4, 3, 3]",5fb8b42fc1c95315e8b3daf818e5ca19
16.69,104,5,"[10, 7, 12, 14, 9]",cd9a2e154a0ea3c6f0799666f854c89e
16.68,64,12,"[2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3]",1beb379e5dfe72360ee2ff69076aa9ec
16.78,74,7,"[5, 6, 6, 5, 5, 5, 5]",62d0b0dfcdb0761af5fdb78f9467263b
16.75,66,9,"[4, 3, 4, 4, 4, 3, 3, 4, 4]",49b127f59f438ab048180bda3dedf096
16.72,104,5,"[11, 14, 10, 10, 7]",49314bbb256c030eba77b37c61b1ced6
16.68,64,12,"[2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",f47f5edbc5e07654b50da5d262a62059
16.31,96,5,"[10, 10, 9, 9, 10]",13faeb23bcb4fb1e0a34d1c56e58338e
16.78,74,7,"[5, 5, 6, 5, 6, 5, 5]",e30b24b66a4cf4b2a707e63024df0b67
16.75,66,9,"[4, 4, 4, 4, 4, 3, 3, 4, 3]",75a00edb5cad983cc928c77289adfb19
16.07,100,5,"[5, 9, 17, 10, 9]",9d370080fe531fe7fb0ce104f557627c
16.71,104,5,"[8, 10, 14, 8, 12]",8225e412f576e3cc369a840c4d8dcd85
16.68,64,12,"[2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3]",91b8e3af18011490486b68e8204db56a
16.31,96,5,"[10, 9, 10, 9, 10]",1fd42931f80edd14f6575079adf0a499
16.65,104,5,"[6, 12, 10, 13, 11]",32849e53e5bdcdec079db07490ba5819
16.68,64,12,"[3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3]",16ef51d3ffaa4ad6b4aa73a34eea8777
16.17,96,5,"[7, 10, 11, 12, 8]",52c8d3da62061ad690020124e03d7ac1
16.78,74,7,"[5, 5, 6, 5, 5, 6, 5]",515675d08c76b6c0e9d6dd44b4106e92
16.75,66,9,"[3, 4, 4, 4, 4, 4, 3, 3, 4]",eac40c28b7d9d22075fe1f30c3a2550f
16.67,104,5,"[11, 12, 11, 12, 6]",9c2dc304956be7ed08d03113473e4abb
16.68,64,12,"[3, 3, 2, 2, 3, 2, 3, 2, 3, 3, 3, 3]",54460bb77fef8447ee3dd09c5c75e474
16.78,74,7,"[5, 5, 5, 6, 5, 5, 6]",bdf7ddfd106dafbb8cd9bb9b06288bfd
16.75,66,9,"[4, 4, 4, 3, 4, 4, 3, 3, 4]",d682fa35b3471f889112925b8198fe2f
16.06,100,5,"[7, 19, 8, 8, 8]",7d6cb6d362cc5a728a01da1194f7625d
16.43,106,5,"[6, 12, 6, 12, 17]",271a57e64056ca191038bb232b8a4417
16.03,118,6,"[2, 22, 10, 2, 4, 19]",e771a96d6b48c4401003fca7efd7d4e4
16.72,104,5,"[14, 7, 10, 11, 10]",00fbf3d8aefd6ac5360cf9ca09c98c5e
16.68,64,12,"[3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 2]",da34a9fb0a41606778d3c2a140513401
16.17,98,5,"[7, 10, 15, 10, 7]",d7f875ab146a14caf5d1cf9932dade82
16.74,74,7,"[5, 7, 5, 5, 5, 5, 5]",12d0303f4f50f9e7f72936116f5d54af
16.1,100,5,"[10, 5, 8, 11, 16]",43f781de4d30d88c3e208a5c1cc3fb19
16.67,104,5,"[8, 7, 13, 13, 11]",316ff6c8f69d78d2632691cb9daf505d
16.68,64,12,"[3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2]",b330b7b2460af7d78aa13a88fc20dec1
16.31,96,5,"[9, 9, 10, 10, 10]",1bf10b550737a44a334ccefb2ce39276
16.78,74,7,"[5, 5, 6, 5, 5, 5, 6]",760478d494c1d67f76357bbc0d8dcd9b
16.75,66,9,"[3, 4, 4, 4, 4, 3, 3, 4, 4]",fc1cd2d6690fd3543c3d8e1e130223e0
16.68,104,5,"[13, 12, 7, 12, 8]",bc13f82d04f3574a89c66235ab61c181
16.68,64,12,"[2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",fee5571f8b8652b47a40683629ffe280
16.31,96,5,"[10, 9, 10, 10, 9]",9ad1f5c2158dfaff7c97f3d8079b58d3
16.7,104,5,"[13, 13, 10, 7, 9]",627c64d345f728ac4e069a8db1da8b56
16.68,64,12,"[3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2]",9b2003a96e120ff6d9b086b512f75a97
16.75,66,9,"[3, 4, 4, 4, 3, 4, 3, 4, 4]",5f5ed74a76f2debc8bfac3ab83a2654c
16.72,104,5,"[7, 10, 11, 14, 10]",df4272c836cbacce5e4e7d3bc0ade38a
16.68,64,12,"[3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2]",cb7c7715466d7fe8423efac9489899b4
16.74,74,7,"[5, 5, 5, 5, 5, 7, 5]",f36bba287e21be438ee4718819596d51
16.75,66,9,"[4, 3, 3, 4, 4, 3, 4, 4, 4]",503730a14ba72390ea072e5b3536db2d
16.3,100,5,"[14, 12, 10, 6, 8]",cb29de2aa1a76678a4f84145c961921f
16.7,104,5,"[10, 13, 7, 9, 13]",34cf7c8520222ace65c4ab7cb7630496
16.68,64,12,"[3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3]",046e7bf20d61a4f111cc3deaed431922
16.78,74,7,"[5, 6, 5, 5, 5, 5, 6]",a372ba00a8846c8aa02bf3eac841f566
16.75,66,9,"[3, 3, 3, 4, 4, 4, 4, 4, 4]",8cfb35c65d385300a38a29c94b3dc00a
16.0,100,5,"[7, 10, 5, 11, 17]",7ded31c4cbc3992a8a154229c92a15ea
16.08,106,5,"[11, 14, 3, 10, 15]",17b5143281703ae8c37f6a6d8410cd5a
16.63,104,5,"[14, 11, 11, 6, 10]",92ccb4b6fb23c21bfc5b41cb971ebb88
16.68,64,12,"[3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3]",b665b701c58c8b63b882ce03b2cbe5ea
16.31,96,5,"[10, 10, 10, 9, 9]",5147a611194c2b99e9e8d9d3a6a01c23
16.78,74,7,"[6, 5, 5, 5, 5, 6, 5]",96036a7c141054f400fa87f2ca89a2b4
16.75,66,9,"[4, 4, 4, 4, 3, 4, 3, 4, 3]",d9b6c565d02107abd204798f1f1ab9b9
16.69,104,5,"[12, 9, 14, 7, 10]",cb8e4971944417e04025363ad150aba3
16.68,64,12,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 3]",6df29b57856e47b4b44487160168393e
16.59,102,5,"[10, 14, 8, 8, 11]",45ec8e324cd4335fdd3fa7fda38fec68
16.75,66,9,"[3, 4, 3, 4, 4, 4, 4, 3, 4]",0684c735f65c851503a5df97b0e40690
16.65,104,5,"[11, 12, 10, 6, 13]",c068401d77d9831c2e72536a9440a91d
16.75,66,9,"[3, 4, 4, 4, 4, 3, 4, 3, 4]",1517756898ff20ee4e33205b8214a729
16.32,106,5,"[14, 8, 13, 14, 4]",a366e6641df87c17be05e90a86e36a58
16.66,104,5,"[11, 6, 13, 11, 11]",4ee321114df33aa47e6da9e511c327d3
16.68,64,12,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2]",bd80bd2b6f57466944c895ff196931ae
16.78,74,7,"[5, 5, 5, 5, 6, 6, 5]",cfdf5b315210a23d7b892075a2cc21cf
16.75,66,9,"[4, 4, 4, 4, 3, 4, 3, 3, 4]",69d7a9ff5157d206f13f9411b58f6109
16.36,100,5,"[7, 12, 13, 7, 11]",867683c187eb34de469c9fb61d186b8a
16.39,106,5,"[17, 8, 14, 5, 9]",ca5aa3828d512da21b959eef6d1cf09e
16.65,104,5,"[6, 11, 12, 13, 10]",f6a4f62cbb673597d0713ed264f24a81
16.78,74,7,"[5, 5, 5, 6, 6, 5, 5]",23dff745ed47f6714d6ef5888ad5a335
16.54,106,5,"[7, 9, 18, 7, 12]",0c08c8131218848774b638e0fe792afa
16.65,104,5,"[13, 11, 10, 6, 12]",202263090d8c87895812a3c024177b07
16.68,64,12,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2]",02d8f03ba9847b63c796cbe1828b69c8
16.75,66,9,"[3, 4, 3, 4, 4, 3, 4, 4, 4]",29c23a48d349b7a75af4a96c31b75808
16.64,104,5,"[7, 10, 13, 8, 14]",d15f9fefbc3cfe8736c8a08bfd677d4c
16.68,64,12,"[3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2]",09d754c23594d20bdec7e4b139475e81
16.74,74,7,"[5, 5, 5, 5, 7, 5, 5]",a80f934b0bb6f1b4e5c27c5cad328890
16.75,66,9,"[4, 4, 3, 3, 4, 3, 4, 4, 4]",b4ffe1001309abe5cd0881becdfb4f1b
16.12,106,5,"[17, 10, 7, 15, 4]",437fc153a521299833954f82b386a92c
16.73,118,6,"[17, 2, 19, 14, 4, 3]",740f5d91073ec5121fa46dad1a9cdda8
16.69,104,5,"[10, 7, 12, 9, 14]",af7a7fe3d1de5b24f252853eb08f2631
16.68,64,12,"[3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3]",3514d2e6c0470be1b53ef3e44478055d
16.35,102,5,"[5, 11, 9, 13, 13]",367d7f6da3877b5aa2b1c62a3370347c
16.31,96,5,"[10, 9, 9, 10, 10]",ea30975815dfcc41f515e51fd089dc4e
16.78,74,7,"[5, 6, 5, 6, 5, 5, 5]",c6e61203dbb53ad9a3135449c0618428
16.04,118,6,"[5, 2, 12, 2, 10, 28]",db032b11d11fa0911152000dcb8bc758
16.7,104,5,"[7, 11, 11, 14, 9]",41eae0be1e54a88ee0e8679a6f87e74a
16.68,64,12,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3]",9e14b5c814a31d5c82b22888d51b3ccb
16.12,98,5,"[15, 8, 11, 6, 9]",1a07ea1ef9332a619fc63ee4c6f8a94c
16.74,74,7,"[5, 5, 5, 7, 5, 5, 5]",4364395aa519d1deb36220393d69be44
16.75,66,9,"[4, 4, 4, 4, 3, 3, 3, 4, 4]",15180f4d41b242f1bf23dbce8d3bf854
16.4,106,5,"[19, 6, 7, 9, 12]",945e37f0c304d11e1ff9646dd1637194
16.68,104,5,"[8, 12, 12, 13, 7]",282b0aa271e8021552e0e5e893953590
16.68,64,12,"[3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3]",22cfb1cf30679ca62fc2d6a33d01c1d2
16.75,66,9,"[3, 3, 4, 4, 4, 4, 4, 4, 3]",172717378146caa4f861e7f982656040
16.91,106,5,"[12, 13, 11, 8, 9]",0a55b05285eeb2ef42e031d12813b5a1
16.69,104,5,"[10, 12, 14, 9, 7]",7193d442526c22d4b63ee5becb3b1203
16.68,64,12,"[2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3]",cb02d9084b192d2a5ad70a8ccbdc4b08
16.75,66,9,"[4, 4, 4, 4, 4, 4, 3, 3, 3]",74a6aee8dc7fa8db815a16a22c46c0ab
16.05,106,5,"[18, 15, 9, 4, 7]",282d3b70fbb3859b424d40247ee873fb
16.68,104,5,"[13, 9, 8, 8, 14]",dacff10fe3a78d8043374589a40d7427
16.68,64,12,"[3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3]",817f42ebd7c4996e335453df6695c6aa
16.78,74,7,"[6, 5, 6, 5, 5, 5, 5]",3f86134430ad78cc8fe13878a22f41eb
16.75,66,9,"[3, 3, 4, 4, 3, 4, 4, 4, 4]",4fd363884041b9851f1c7d784937afa0
16.71,104,5,"[8, 8, 10, 14, 12]",f7e4fe01d295ffbf668d1efdd1fca746
16.68,64,12,"[3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 3]",38b3d340128d5f0538fb8d1027123c48
16.78,74,7,"[6, 5, 5, 5, 5, 5, 6]",f7ce4ea8f7aa48b416a90333cf18b99d
16.75,66,9,"[3, 4, 4, 3, 4, 4, 4, 4, 3]",6c0684ae10a8bf04b6054a4ad4c9a417
16.66,104,5,"[12, 8, 9, 8, 15]",272d71b538b679f5b26133a0553c594b
16.68,64,12,"[3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3]",e84e440e97b92d7dc062c58ba32b9389
16.17,100,5,"[13, 9, 9, 14, 5]",47895948663e1d0096bc351f1df39781
16.67,104,5,"[7, 11, 13, 8, 13]",2f4b1d0b17853713d5ff2b35609a7d5a
16.68,64,12,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 2, 3]",dd9ceb84f3de5d5bd1f4ebd47a510416
16.75,66,9,"[4, 3, 4, 3, 4, 3, 4, 4, 4]",7f824aacf6f47cdc8d35a46549a4efd7
16.66,104,5,"[11, 8, 14, 12, 7]",6b718c753fa8761541f318c13ead035a
16.68,64,12,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2]",e2371ccd891b7aa74fa5852c58d3f550
16.25,96,5,"[9, 12, 8, 10, 9]",7480fcf94a4266544f720c2d0c91d71b
16.34,102,5,"[8, 8, 8, 18, 9]",f94189ecd37220623268d15a36f29127
16.08,98,5,"[9, 14, 11, 10, 5]",33d71e98e6eb561a373d49eb741615ca
16.75,66,9,"[4, 3, 4, 4, 3, 4, 4, 3, 4]",fd2691da0b3b8847139ff589a4049a94
16.08,106,5,"[4, 18, 15, 8, 8]",2c8cd15919be3db88561d91291d60053
16.04,118,6,"[20, 21, 2, 10, 2, 4]",c2983ad0377f3dc1770eb95be771e006
16.68,104,5,"[12, 7, 13, 8, 12]",349baf1db05da45f6f93f736843a58cd
16.26,100,5,"[11, 10, 11, 13, 5]",22db83c2593d0fb5ab51908fcb9169c4
16.98,86,6,"[7, 7, 6, 7, 9, 7]",b9f4148f30654b89676a7aa1361851f5
16.02,104,5,"[14, 11, 12, 12, 3]",2eab56364b6322863ddb22d4291e5f9c
16.26,62,11,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3]",b2d6a570741e603d2fd38eaa03301858
16.26,62,11,"[3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3]",9691b1e7d5a9c25efd84a47053ba7bee
16.4,80,6,"[6, 6, 7, 7, 7, 7]",9910261eb3739f9af2cd584acfd8f780
16.68,64,12,"[3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3]",d253233101380b3bb55cfbdc478c2c72
16.4,68,8,"[4, 4, 3, 5, 4, 3, 5, 6]",a5d596d075cac3d8e32c23d2866de49a
16.12,96,5,"[11, 10, 12, 9, 6]",8349bb7b1ce92926da7b5e13c907aaad
16.31,100,5,"[10, 13, 13, 6, 8]",fe3db1629af435768bc50805618081ac
16.98,86,6,"[7, 7, 9, 7, 7, 6]",21a2d80b52d1e66f5ff5f6aa325a9e6d
16.11,104,5,"[8, 18, 7, 5, 14]",e2baf5d21245d1531476bacd9f38512e
16.26,62,11,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3]",57041944f149272aea999f1b2bbc9487
16.32,100,5,"[6, 9, 9, 12, 14]",4bc7ffcc2c194db2add482f130e3e9f8
16.98,86,6,"[6, 8, 8, 8, 7, 6]",3af18905353809064d373fbac8d71888
16.19,104,5,"[17, 7, 15, 6, 7]",b3236add78006d2c67d22eecc8d73c54
16.26,62,11,"[3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3]",da9795dfd75dc071adb5f3f46bae4c4e
16.33,100,5,"[12, 6, 11, 8, 13]",008ef501bf70a13901fb651f7e2fcaae
16.98,86,6,"[6, 8, 8, 7, 8, 6]",b34688bb1f7023ad50ca91909889a198
16.07,104,5,"[16, 11, 14, 7, 4]",5ac6dd5f1745d3246e3e97d618d3fdd5
16.26,62,11,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2]",23f8960b3e63b2c40fb33c58078ccfd9
16.34,100,5,"[11, 7, 8, 9, 15]",6506734d551d02c837930cfe7d153d00
16.94,86,6,"[7, 7, 5, 8, 8, 8]",45ab5810197939c19d6dd710764e0d92
16.3,104,5,"[6, 14, 10, 16, 6]",f5e96acd4d8d49a5a6ef2ccbfa167743
16.26,62,11,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3]",0b09be83f6621d8553e72883c768510b
16.31,100,5,"[10, 9, 10, 6, 15]",bfe338ff9dd2341724d455b70cf4bb7d
16.98,86,6,"[7, 7, 7, 7, 9, 6]",1045d433aef39fe740971d7cba838f94
16.26,62,11,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",03e3ae5aeb0fba86cc94165a05fe059f
16.34,100,5,"[6, 12, 12, 12, 8]",1d174a7352ab953f3c5f9afee4681761
16.98,86,6,"[6, 7, 7, 7, 7, 9]",696233d0e9afc2055bbded311c1636ac
16.18,104,5,"[5, 15, 6, 15, 11]",c2bca42ee1d483a6349a678c278a033a
16.26,62,11,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2]",441af98cc023a8832946a91b6393f50d
16.34,100,5,"[9, 11, 15, 8, 7]",3390bee57a0859870705d0b13095b52e
16.94,86,6,"[8, 7, 8, 8, 7, 5]",00426ba686bd7bb86fee1e732226dc34
16.72,104,5,"[10, 13, 8, 13, 8]",7db0e02161ac71887b44f65eded79e5d
16.26,62,11,"[2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]",bbe6da876fefc041ea889321505d6b2f
16.26,100,5,"[13, 11, 5, 11, 10]",db9116f3a7b11c26c434637b2792ab56
16.91,86,6,"[5, 8, 7, 9, 7, 7]",eddd8bf311dc1bb5bd075824641db5a8
16.26,62,11,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2]",17129baf9ecb31d146f8452dd760d139
16.19,96,5,"[12, 11, 9, 7, 9]",fde3ca7e91d54b13332efafe5ded1189
16.3,100,5,"[15, 7, 11, 7, 10]",d0114b769b93857179f43f0ecdf0ce92
16.91,86,6,"[9, 7, 7, 5, 7, 8]",bf60a2855a96f6de4efd7d72342908bf
16.08,104,5,"[4, 11, 7, 15, 15]",be8a6e31dd8c4aef37f0f40bf8f949fb
16.34,100,5,"[6, 9, 14, 11, 10]",6bd45dd031605efaeaaa6b25da0906b3
16.98,86,6,"[7, 9, 7, 6, 7, 7]",8851751306ddfaa6278c5b5a0bf6d687
16.08,104,5,"[16, 16, 9, 5, 6]",8fdadf2e704791f17a6fa72e163f502b
16.26,62,11,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2]",e95acf93544c3d74ca3acf1aa07713f9
16.34,100,5,"[14, 6, 11, 9, 10]",54213975597607027d6bd0b1bed4569e
16.98,86,6,"[6, 8, 6, 8, 7, 8]",99394f512e83cd0dfedaf0ee9f4fbf3a
16.15,104,5,"[13, 6, 7, 19, 7]",7ef3eaa0f4421b263c9a04e1421c28c9
16.31,100,5,"[11, 8, 11, 6, 14]",736aec2786bbc2648270828ac4cb57e1
16.98,86,6,"[8, 8, 8, 6, 7, 6]",83c927f6a318b49bad0d611b2d770018
16.02,104,5,"[11, 18, 4, 7, 12]",c324cb820b27c6feaa16bbaca9f86a4b
16.26,62,11,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3]",74b68805d145e3799eca82ddc364c69e
16.08,96,5,"[13, 11, 9, 6, 9]",c0914793d64a27a65f2e7e40d122fe05
16.27,100,5,"[5, 10, 12, 12, 11]",0b6073b786435a98ae015212d97a0535
16.98,86,6,"[6, 7, 8, 8, 8, 6]",dcb7fbabe1753b2a7edd5a9f6c3d8be2
16.33,100,5,"[6, 13, 9, 13, 9]",33027d16d1bde1aaec060f56448b3152
16.98,86,6,"[6, 7, 8, 8, 6, 8]",c87ea6cd99851f25b5cb8f165ba52d3f
16.34,104,5,"[14, 11, 6, 6, 15]",04663e049c5d0e1b1ff69bd34ec7382d
16.26,62,11,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3]",20385fffbbd28f87f1dbd28f400af6e3
16.3,100,5,"[7, 7, 11, 15, 10]",fd3b7e6d0ed59f1638e9d5689bdbd2ff
16.95,86,6,"[6, 9, 6, 8, 7, 7]",e31098bfbb1ad5c246581e4def005496
16.26,62,11,"[3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",fb2b8202b65ea97fa4cbd28e3bea4977
16.31,100,5,"[6, 10, 9, 15, 10]",35668a2dedd1ef742b7ae513f24c7d00
16.94,86,6,"[7, 8, 8, 8, 5, 7]",db3e46dc082c92e1d15fffece7cfe373
16.26,62,11,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3]",03abc957a31e812fb47002168d8bf605
16.26,100,5,"[5, 13, 11, 11, 10]",870fe6c08021f6e2d28244e1b1f97ff4
16.94,86,6,"[8, 7, 7, 8, 5, 8]",40ad8c6e2ccc549ec1a4759722ed7369
16.31,100,5,"[13, 10, 6, 13, 8]",dea6f957dfd61550f22560bc07971723
16.95,86,6,"[8, 7, 6, 7, 9, 6]",98964a2da8c0699f0c4605c6ee36cdb5
16.51,104,5,"[10, 13, 15, 6, 8]",4a7df1fa6509d824be5fe88858d31e8a
16.33,100,5,"[13, 6, 8, 11, 12]",7698cf511012aaf2cee288f482db6298
16.95,86,6,"[7, 6, 6, 8, 9, 7]",94e3221f815e0a9c2100a0f11b94a3f9
16.42,104,5,"[15, 13, 5, 9, 10]",b908f6aa1417f12ae9fe57e6bf7791f1
16.32,100,5,"[7, 8, 13, 14, 8]",d5f13373a0e5d4fb7ffd9f67868a2d08
16.98,86,6,"[8, 8, 7, 6, 8, 6]",06a36e902c64f089e93b620a2a632905
16.52,104,5,"[17, 7, 8, 9, 11]",6289ce4476daa3fb933860e13a8c0189
16.3,104,5,"[6, 7, 16, 15, 8]",e458080aff6e3fbb52b42e5e2bdc0d15
16.26,62,11,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",6805c6785b4d3ecaa8c2db3d4833e521
16.34,100,5,"[13, 7, 7, 13, 10]",cf315bb60a162f8d317f2b2202102ac5
16.95,86,6,"[6, 8, 7, 9, 7, 6]",1c913a41b82e8a82fd24c88a63d6ec7d
16.26,62,11,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3]",ad3df520a179a6b235e903c547c86fad
16.33,100,5,"[12, 6, 13, 8, 11]",0cab188a93ba006093a351d42c2b24ff
16.98,86,6,"[7, 7, 7, 6, 7, 9]",a32f3d1a354b2485171ff353a1d8ef14
16.68,64,12,"[3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2]",7f39f13e7dbe8740f4fab34a3e69166c
16.34,100,5,"[10, 13, 13, 7, 7]",906c4f68dedd0380945cbd7215279f26
16.94,86,6,"[7, 8, 7, 8, 8, 5]",1f9bf892ec64e69edb60b96a0b6a221f
16.15,104,5,"[19, 7, 13, 7, 6]",029b5755b770189d64bd80fce6558602
16.44,104,5,"[11, 16, 12, 6, 7]",9e7b0617229c7e144a0bc1619ea61fe1
16.26,62,11,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2]",dd21596469fe51fc34630e727fcd602d
16.34,100,5,"[9, 16, 8, 9, 8]",b6385450ef75679d1c381aa636cf5463
16.98,86,6,"[7, 7, 7, 9, 6, 7]",e6788cb4f14f6e8a3c1b27616f84c653
16.34,100,5,"[6, 10, 11, 9, 14]",a5eb65e34b6d6a1d550fe6d76471e9c2
16.91,86,6,"[7, 8, 7, 9, 5, 7]",20da2c4460ef5668f4bbed3e6780d9ac
16.79,104,5,"[9, 9, 10, 10, 14]",0e324070321a83b2d5f35a95a460ff73
16.29,100,5,"[11, 11, 12, 5, 11]",83729a58baad493a42e648cc03ac4791
16.98,86,6,"[7, 9, 7, 7, 6, 7]",864218740d541472d374075e5c3d81e8
16.26,62,11,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3]",eead116cee197f1acf8580b9938e3b75
16.4,80,6,"[7, 6, 6, 7, 7, 7]",b5c3082219ea16e64d6df5f45f848c11
16.68,64,12,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2]",14b6eafb2af881a4b2c61f94acaac786
16.4,68,8,"[4, 3, 6, 3, 4, 4, 5, 5]",fafee295ecaa59ed85ede80f76b48e39
16.34,100,5,"[11, 7, 7, 11, 14]",c611e6f03aab76302ceedc64a729379d
16.95,86,6,"[7, 8, 6, 7, 6, 9]",2a330f63c197cb32c1505113f60112f8
16.26,62,11,"[3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3]",a8df96d99bae9191f7d4905a5abc114d
16.27,100,5,"[10, 8, 11, 15, 6]",a1b0fed8351f0b724c1c19ef10fb86b7
