final_h,final_t,L,d_sequence,hash
7.87,44,3,"[6, 3, 13]",915db7312dc9b2d5913a3f6442fe78ac
7.0,32,3,"[8, 4, 4]",6cebc50a5de9c834483ec28a01e03576
7.23,32,3,"[5, 6, 5]",0b6727f401f4b43494cd78bc14656047
7.87,44,3,"[3, 6, 13]",72dbfc194e56b4bb622f0cba47d8d1ce
7.23,60,3,"[25, 3, 2]",e025ee0b8dddff9024ff489f4e177a66
7.13,32,3,"[5, 7, 4]",3d3e20b87a69e3b72a6ddd9e94caba70
7.32,52,3,"[2, 20, 4]",cf4a45498c5593ee4ebbe455c13d2d2d
7.64,62,3,"[4, 25, 2]",35d1ba1f51b111728ece8bdf7ab3a633
7.87,44,3,"[6, 13, 3]",60b737b2f985f2b8b5eb25018352034c
7.0,32,3,"[4, 8, 4]",944c44130c432f34ad032317dafc37ee
7.23,32,3,"[5, 5, 6]",ca4fd89a2fd2c4398de858bfc020d958
7.87,44,3,"[3, 13, 6]",06858a46b7865c73b15c22aa015a265d
7.17,32,3,"[4, 6, 6]",371f8a8b8220fe9dadc396d14928c30c
7.32,52,3,"[4, 2, 20]",e6f38423875d2db10510033f0a22cbc5
7.32,52,3,"[4, 20, 2]",8e49123539a044611dd8de2bcd7d0476
7.87,44,3,"[13, 6, 3]",00d43cf165308a59d35baa70f810088c
7.39,66,3,"[28, 3, 2]",67a9ad790b1fa4d2bb423ced890153f7
7.39,66,3,"[3, 28, 2]",aca47cf51da5eff1892d36cfcc998028
7.57,52,3,"[19, 2, 5]",d35843607b321413c5fc63bee7e03f27
7.75,30,5,"[2, 3, 3, 4, 3]",da7d245b2225a8187fd2f35e832ce71f
7.64,54,3,"[2, 5, 20]",535d8bb83fe0cb4a8a2468939a8a7788
7.64,54,3,"[5, 20, 2]",e6135902272bf1ea4ef46d906b4e7ae1
7.75,30,5,"[3, 4, 3, 3, 2]",c61e7a01a749ff2eb9bfa58eb9954f0e
7.75,30,5,"[4, 2, 3, 3, 3]",f2c9eea1b423fe91ad9c6bab1c457900
7.75,30,5,"[2, 4, 3, 3, 3]",47ea411b916f9a3d3d638c7dfd25d1c5
7.75,30,5,"[3, 3, 2, 4, 3]",3c63f200e7a58b6bcd21669c93c198d1
7.75,30,5,"[3, 3, 3, 4, 2]",0b07df0e4d61f0196e094ff97010bedd
7.75,30,5,"[3, 3, 3, 2, 4]",bb69c26d8dbac0b0804b4a64e14bd1f5
7.75,30,5,"[4, 3, 3, 3, 2]",53a16eaa75cf29faa8a838269e964854
7.75,30,5,"[3, 3, 4, 2, 3]",816b3e261d661b542a47345c08fc29b0
7.75,30,5,"[3, 2, 4, 3, 3]",78a337616958ac483c9e8bdd534943a5
7.75,30,5,"[2, 3, 3, 3, 4]",20c542886a88ea448157f251bf4b5305
7.75,30,5,"[3, 3, 4, 3, 2]",de023d99b4268cfcc748433a152faaa4
7.64,62,3,"[2, 25, 4]",f71f33bfac9383217aa745cdcf39da52
7.81,68,3,"[2, 4, 28]",65c33621fe82e41540175ecbed589114
7.75,30,5,"[3, 3, 2, 3, 4]",1997ab80edd0a9a081c53bdf5710cc66
7.75,30,5,"[3, 2, 3, 3, 4]",0afdb6a2c999b4510fda75b94fdde763
