final_h,final_t,L,d_sequence,hash
14.97,62,7,"[4, 5, 4, 4, 5, 5, 4]",c87fd36be28efb2843c2176b91aab1f2
14.08,72,5,"[6, 5, 8, 9, 8]",7c14c3cf1113297297c1590b9ad70833
14.71,98,5,"[3, 20, 4, 8, 14]",b18c25611158088ca9c6e9134298e8ed
14.68,56,10,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 3]",c89d385523a732b916004467713b71c3
14.23,102,5,"[19, 4, 21, 3, 4]",11692e59c9cf14b10e3dcbac75f9d048
14.09,54,10,"[3, 2, 3, 3, 2, 3, 3, 3, 2, 3]",20ffbcbc0c3e50b7831b0fbc2dc30ad9
14.97,62,7,"[4, 4, 4, 5, 5, 5, 4]",e70176a9a8aaaf6b9ffbba0f2240c495
14.11,72,5,"[9, 5, 7, 8, 7]",55d0832559b950c6e88ac7b2d58afe59
14.51,106,5,"[3, 18, 18, 12, 2]",9a8deea2cbeff3c9b668560f5b87f8dd
14.81,98,5,"[2, 16, 16, 8, 7]",003c87b4ba059139dc9bf46da99e0a1b
14.68,56,10,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 2]",6e3e3b81e666610ce43e2c9039667545
14.09,54,10,"[2, 3, 3, 2, 3, 3, 2, 3, 3, 3]",6cc31277d23e84addf7e09b929f4dd96
14.04,72,5,"[8, 5, 7, 6, 10]",03e8d31a19d472759864353d95c70166
14.98,68,6,"[5, 6, 6, 6, 5, 6]",657757155c68e53ad51a0e8e0414230c
14.51,106,5,"[12, 6, 27, 6, 2]",aedf36935ac687ac35ff50bdf482c654
14.98,98,5,"[16, 9, 2, 14, 8]",c5b819d924e257817de1011a7dc31cd8
14.68,56,10,"[2, 3, 3, 3, 2, 3, 3, 3, 3, 3]",e6974a8d96a0081c8799dbe8358cb273
14.09,54,10,"[3, 3, 3, 3, 3, 2, 3, 2, 2, 3]",5b51e5dcb1d5ebc8580640d44bbe8950
14.97,62,7,"[4, 4, 4, 5, 5, 4, 5]",ae17bc78ce143b4c323c6f5421865c73
14.11,72,5,"[7, 10, 6, 6, 7]",169cbebac21193394023384dbbc3bac3
14.81,100,5,"[15, 4, 8, 3, 20]",ba0222c8e61200ac1ed84618fec1ec8a
14.51,106,5,"[4, 9, 13, 2, 25]",9b5519dc6c3e0a438ca9eb9febaea5a1
14.68,56,10,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 2]",c08e5816c1e6972c5ffb1ee6fceea313
14.3,102,5,"[6, 3, 10, 28, 4]",68aeae237e2d575de6f5fe678a836071
14.09,54,10,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 2]",b5510574e120cb01301f826e9572fb7a
14.09,72,5,"[6, 6, 9, 9, 6]",23ff67a7d7f8dbdbbd324024e607cf68
14.98,68,6,"[5, 5, 6, 6, 6, 6]",97fd9ff816486d17fc92540cdd93c651
14.68,56,10,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3]",2afd03cfe4639f908e3307bbe6a845bb
14.09,54,10,"[3, 3, 3, 2, 2, 3, 3, 2, 3, 3]",7f54b3e84c4a1deb04f7d75aca6a4265
14.08,72,5,"[8, 5, 8, 9, 6]",2e804dc29a81b88f062cef812485fdeb
14.09,54,10,"[3, 3, 3, 3, 3, 2, 3, 2, 3, 2]",89366aa9879c0d5622702fe3592f3de6
14.08,72,5,"[6, 8, 8, 9, 5]",6a2d4bc5014930cebdc388b2733ecb33
14.98,68,6,"[6, 6, 6, 6, 5, 5]",8fb586f0b21ebeb6bc2f30208e4418bf
14.68,56,10,"[3, 3, 3, 2, 3, 3, 3, 3, 2, 3]",9ea73583362728a04839b6b6088f5851
14.09,54,10,"[3, 2, 3, 3, 3, 2, 3, 3, 3, 2]",c9e56d349f1834a692c511f355386d83
14.97,62,7,"[4, 4, 4, 4, 5, 5, 5]",51feaf2887c3334e52cc9ba8fafa06df
14.08,72,5,"[9, 8, 5, 8, 6]",4ca429b36fd0473da399247d31eecc0c
14.55,106,5,"[14, 2, 19, 15, 3]",d6e2b913777c408ad9212e73d29d794b
14.09,54,10,"[3, 3, 3, 2, 2, 3, 3, 3, 2, 3]",db45518ca63ddb40ad803076280e0b1f
14.97,62,7,"[5, 5, 4, 4, 4, 5, 4]",09a82a96229ff8dd69068c0480ae44bc
14.08,72,5,"[6, 5, 9, 8, 8]",53dadbde699b2c7c379da368a328e2f0
14.55,106,5,"[19, 6, 21, 2, 5]",0fd52d9d9f8215c9e616d9acbdf93d98
14.62,98,5,"[7, 20, 4, 15, 3]",75bd23c820f5b443c51a59847ade0862
14.84,102,5,"[3, 12, 16, 17, 3]",3bfdcb2658a8fac5123f7642aaf19058
14.09,54,10,"[3, 2, 2, 3, 3, 3, 3, 2, 3, 3]",96bbcafe73e5f1cb22dc2d3c91c77f54
14.97,62,7,"[4, 4, 5, 5, 5, 4, 4]",fdca6c2bd1316bcb9ae847e54cce6926
14.08,72,5,"[5, 6, 9, 8, 8]",04382dd2da8200e1f344ed6d7841dc51
14.04,96,5,"[4, 8, 22, 2, 12]",702dc0ce10ae92c6c371a5850d8e0220
14.09,54,10,"[2, 2, 3, 3, 3, 2, 3, 3, 3, 3]",694333aa3ebe773c391e22c9ee5e2e9f
14.97,62,7,"[4, 5, 5, 4, 4, 5, 4]",e6e538744202c50535aea58483fd983d
14.11,72,5,"[9, 7, 5, 7, 8]",4d0aa0992e7d1d3e06656624302ef0a5
14.68,56,10,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 3]",949a44455003dcaad9e7d527df64fda8
14.09,54,10,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 3]",87fdafb2fcdf0bd1b291a123a19b9332
14.97,62,7,"[5, 4, 4, 4, 4, 5, 5]",e8a381413dcb292b644eb89d6c6d2881
14.49,98,5,"[24, 8, 10, 3, 4]",2d6a7a1207c27b7dba0a05e79cf09d7b
14.11,72,5,"[7, 9, 8, 7, 5]",f97145139efa6d854bcfc3c4ba63e2d3
14.55,106,5,"[4, 2, 22, 8, 17]",f2f1bb8410a3bccba15737195c27d710
14.5,96,5,"[18, 11, 13, 3, 3]",2546ecab76711de31f725340a8b72cf7
14.81,98,5,"[12, 20, 3, 10, 4]",4aaa7eb0c25c1e1ebad5386dc56f6c29
14.68,56,10,"[3, 2, 3, 3, 3, 3, 3, 3, 2, 3]",ad8c5d12802586d530aa724040551cd8
14.09,54,10,"[3, 2, 3, 3, 2, 3, 3, 2, 3, 3]",114cad860a6cd3ed2bdcff10f7828204
14.97,62,7,"[5, 4, 4, 4, 5, 5, 4]",67ad7fb6e1d6e870235373301d2a3869
14.07,72,5,"[10, 5, 7, 7, 7]",ab9ca1d5acb9da462ca6003c03fb952d
14.27,100,5,"[2, 11, 6, 6, 25]",b20c23117280fad373eb1313211b8da3
14.55,106,5,"[17, 2, 8, 4, 22]",4acb33e4e10c78f8dddc82246e58e6a4
14.68,56,10,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",2d4acb9892a47b9562d760b79669fa6e
14.09,54,10,"[3, 3, 2, 2, 3, 2, 3, 3, 3, 3]",5a4eed1a09f22bdd1f9c83c7517e2120
14.97,62,7,"[5, 5, 5, 4, 4, 4, 4]",ac9f18322f3de5a4964211cfc4b0ee55
14.05,72,5,"[6, 7, 5, 9, 9]",58d0b25b1afb706f783f45304966e2ed
14.98,68,6,"[6, 5, 6, 6, 5, 6]",7161abdae2658bf959489401e107c42f
14.56,96,5,"[6, 8, 3, 24, 7]",92dc80f4e71576c0bdad4c543e25c553
14.68,56,10,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 3]",67ca7aff79bde5470e7549f7fe032cc0
14.62,102,5,"[2, 25, 7, 9, 8]",2a728b523d35f1993e501cb39e47d4e3
14.09,54,10,"[3, 3, 3, 2, 2, 3, 2, 3, 3, 3]",05f4c198b52a6b871221270190ecef82
14.11,72,5,"[5, 8, 9, 7, 7]",fbe099c4ef5903ae14d7cab0584a8951
14.98,68,6,"[6, 5, 5, 6, 6, 6]",769f4f1ec1429d00e6572b3f84930ab8
14.38,96,5,"[6, 2, 9, 22, 9]",f000dc03f29aeb56f25729213bb97a42
14.94,98,5,"[11, 7, 17, 12, 2]",f082351b878b54e084ff6145df086633
14.09,54,10,"[3, 3, 3, 2, 3, 2, 2, 3, 3, 3]",211c41ace326c604f34b8adc216c6c19
14.97,62,7,"[4, 5, 4, 4, 4, 5, 5]",9f7efc6f0cc7312f57f6e871675a4ab8
14.98,98,5,"[15, 15, 9, 8, 2]",e6f531a1ea8a6b23ab3e4b8f07d66503
14.11,72,5,"[5, 8, 7, 7, 9]",ac04be62295106c8e228e5c7ca4997a9
14.68,56,10,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 2]",bb89bc73401dde7c38fc56b6a846749a
14.09,54,10,"[3, 3, 2, 3, 2, 2, 3, 3, 3, 3]",385ffd15ed42c8a5915dae477980f2e3
14.97,62,7,"[4, 5, 4, 5, 5, 4, 4]",c452208956a8dc7c61fabf4762698c8e
14.07,100,5,"[5, 5, 2, 15, 23]",5194138834d7aa02c93485acf0821d8f
14.98,106,5,"[8, 3, 24, 4, 14]",92af4960c8fc701fb0ad61c07a58e0e4
14.68,56,10,"[3, 3, 2, 2, 3, 3, 3, 3, 3, 3]",34168b1799e15ca054602b93de0c1b5b
14.09,54,10,"[3, 3, 2, 3, 3, 2, 3, 2, 3, 3]",c7139d7b455c4ad6355eb5416c5d8d0a
14.76,98,5,"[21, 11, 10, 3, 4]",9552c37702d0485e0a480b165bd144d0
14.11,72,5,"[9, 7, 5, 8, 7]",163fc440a195f2b00a1e33cefc32fb88
14.98,68,6,"[6, 6, 5, 6, 6, 5]",c6930b3fbde60c05f5f162d22fd135d9
14.88,100,5,"[10, 4, 21, 3, 12]",d5b1e9afd880392c2f32908d0faae393
14.37,96,5,"[15, 16, 4, 2, 11]",677bb370443b73a76b6c1fae8c084f48
14.68,56,10,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 3]",fc260393684bc97a2aef5b6213606a6d
14.09,54,10,"[3, 3, 3, 3, 3, 3, 3, 2, 2, 2]",09ed50ba6e4373326551934fad172bcc
14.11,72,5,"[7, 7, 9, 5, 8]",ee88c95b503955afdc84c26ceda56d17
14.67,96,5,"[16, 3, 4, 8, 17]",808f132256b1b303a3c9dd5f81105f62
14.68,56,10,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 3]",15cee95746f43efe4fd717400a60d4bb
14.09,54,10,"[3, 2, 2, 3, 2, 3, 3, 3, 3, 3]",bac5ab72b1d24bfdfd9b53e8c5064b5c
14.11,72,5,"[7, 10, 6, 7, 6]",e32c80be202c7728d91b2cc179fec5f0
14.09,54,10,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 2]",08caca5636db9b270617aa83d95b0c2a
14.08,72,5,"[6, 5, 8, 8, 9]",8cf7d136ee2a339b9001dfd391fa2542
14.64,96,5,"[3, 4, 19, 14, 8]",9ae9f1b233da86715ead71c6ebc85c8e
14.09,54,10,"[3, 3, 3, 3, 3, 2, 2, 2, 3, 3]",a5fb06ff9280f49a9ef74e4994738356
14.97,62,7,"[4, 5, 4, 4, 5, 4, 5]",2ea46f9bc697dca71e61d6e305c568ca
14.13,72,5,"[8, 5, 8, 7, 8]",096023024761dee1234b41e512ebd8d1
14.11,72,5,"[6, 6, 10, 7, 7]",0b937acefa183aa284ff463aa5bf32fb
14.4,100,5,"[5, 19, 19, 4, 3]",ba936fb418d6be2fd979ec16e092abca
14.55,106,5,"[25, 2, 12, 4, 10]",a51e0896f0348d1a468efbe405e0ff57
14.97,62,7,"[5, 4, 5, 4, 4, 4, 5]",10b2f7c2c2e303be49c48dcef017b87b
14.51,106,5,"[15, 3, 2, 13, 20]",f700ed146e7a859073dc95e893ec82d5
14.3,96,5,"[2, 18, 7, 5, 16]",a9752968194994ddaf916897e79f9a53
14.09,54,10,"[3, 2, 3, 3, 3, 2, 3, 2, 3, 3]",ac0bb41e98efd5075a971ace554bbd28
14.51,106,5,"[2, 20, 3, 13, 15]",89d7c6e9c0e0c6e5ee6b7ade181e21c4
14.68,56,10,"[3, 3, 2, 3, 3, 2, 3, 3, 3, 3]",0fb501696ac47511e6937c6598f2b9af
14.09,54,10,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 2]",fb3d34e9f866efc8a37fbe88f389e401
14.97,62,7,"[5, 4, 4, 5, 4, 4, 5]",201f19496c5a1cab00982100bdf989de
14.74,98,5,"[4, 22, 13, 4, 6]",d4407740e3a962de434bc6a2cc923ce8
14.13,72,5,"[8, 8, 5, 7, 8]",b900000be5aef27f9ff8e7daae9db6a4
14.98,98,5,"[9, 5, 5, 6, 24]",93521f8516e37900edf0dadbd466b5e8
14.68,56,10,"[3, 3, 3, 3, 3, 2, 3, 2, 3, 3]",9beb9743c6ebee3504c827eae2252d35
14.97,62,7,"[5, 4, 4, 5, 5, 4, 4]",4c5a44eba9f0953f97ab60b065f20870
14.11,72,5,"[6, 10, 7, 6, 7]",d599f32d23f62f1959f865d098c95009
14.74,94,5,"[16, 13, 4, 3, 11]",6f0e1bc6ac4fa369521c77e58291e26e
14.72,66,6,"[6, 5, 6, 5, 5, 6]",8314a693770553581823a650e31e8e5e
14.76,80,5,"[6, 10, 11, 7, 6]",669e32c26f41d5df26fc2cc951531151
14.81,78,5,"[8, 8, 8, 7, 8]",d6aad0901d76bfc9bac0f1ba4a73938a
14.62,92,5,"[15, 14, 3, 10, 4]",d61751fdfd128d34b653a98fb2227cdd
14.09,54,10,"[2, 3, 2, 3, 2, 3, 3, 3, 3, 3]",115291fcf7a40eec44dae382431b4f05
14.09,54,10,"[3, 2, 3, 2, 3, 3, 3, 3, 2, 3]",26577c6502675479af13d3339d45e3d1
14.61,76,5,"[7, 8, 8, 7, 8]",e60e4398a7768867fd2dcc21ccc8d672
14.25,74,5,"[9, 5, 9, 6, 8]",45b5eac9cf9a460c1855991f0ca04e2f
14.55,94,5,"[5, 6, 14, 19, 3]",49cbaac2fcb1451df575a7dc76830886
14.72,66,6,"[5, 6, 6, 6, 5, 5]",c44a466aed6ee5468b77acf74d061e89
14.77,80,5,"[10, 7, 8, 10, 5]",6ce8977b74ff67f9c97edbe2ded108fe
14.98,92,5,"[14, 6, 6, 4, 16]",5096b9f54dc215f2ec0aa4a45a2cdf4c
14.81,78,5,"[8, 8, 8, 8, 7]",1f8f245e5e6eb2afbe0ae3f64a5e9cf0
14.72,66,6,"[6, 5, 5, 6, 6, 5]",44ab519825ff4d98f7a55a5d84351556
14.76,80,5,"[9, 8, 7, 5, 11]",b6e339072de6adc65eac9ad99bb791d2
14.98,92,5,"[12, 15, 10, 3, 6]",036a6d8ba7f18de9e8c4a5500bcf7a14
14.77,80,5,"[10, 8, 5, 7, 10]",0bc4bc53cbaad15c0e7f8be20a58b272
14.92,104,5,"[17, 2, 8, 6, 19]",43c752e3954b6c0014526f2a0fbb4feb
14.47,104,5,"[3, 7, 24, 3, 15]",97307d4ec9a93667d51ed8fb46052c8d
14.72,66,6,"[5, 6, 5, 6, 5, 6]",719d409de483a3298d60ec41a17e9abd
14.69,80,5,"[11, 10, 6, 5, 8]",c8f267364e7132803037bc8e33198b52
14.13,96,5,"[13, 3, 5, 4, 23]",2edb6a38c802cd896bad60b32d6be166
14.72,66,6,"[5, 5, 5, 6, 6, 6]",e06473992efdb105f53a066c696f447c
14.72,80,5,"[6, 10, 5, 9, 10]",1b0ca3c9dda543130c50162140eb6a87
14.91,96,5,"[3, 16, 8, 5, 16]",476f8fabfdcb451cfbfafa747f618e3a
14.56,104,5,"[9, 21, 2, 4, 16]",f4362ae9e97bd15dc10139ba94aeddc9
14.94,92,5,"[17, 8, 11, 7, 3]",94b2f7fa5028357fcc742d6d7b46a81f
14.81,78,5,"[8, 7, 8, 8, 8]",9e59e2c7736a2946e6697a53745e1d04
14.81,104,5,"[15, 2, 16, 4, 15]",a0b25fcb0c24f185c0a387639c7f8d57
14.72,66,6,"[6, 5, 5, 6, 5, 6]",caebb7da53f5f14323e75f497e1397ac
14.77,80,5,"[10, 8, 10, 7, 5]",70352538fb2c4723729bad80134a098d
14.72,66,6,"[5, 5, 6, 5, 6, 6]",33129f56780d62ff0303b9cb2b745fb8
14.72,80,5,"[7, 11, 10, 5, 7]",e6ec4417fe2cc2f6aa8a0b75d374783b
14.95,92,5,"[16, 10, 3, 6, 11]",ef352287f7d6220859031e3f27e6480f
14.41,94,5,"[11, 22, 6, 5, 3]",03540c12b1c6b9a7285ae0a20503675f
14.72,66,6,"[5, 5, 6, 6, 6, 5]",637a92e915de8d943d9712324d01ed35
14.78,80,5,"[8, 8, 5, 11, 8]",67495624fdea6696423669d684579ffc
14.77,96,5,"[19, 7, 3, 14, 5]",d6bfd3ba7241df0f174bd55f336e346b
14.81,78,5,"[7, 8, 8, 8, 8]",7c403415d17bfc8a4e3dd2ee889fa0d5
14.12,94,5,"[4, 19, 13, 2, 9]",f386b8773c82f34192e7879bc9493362
14.76,80,5,"[7, 8, 11, 9, 5]",1a5f5d685e04cc9f4afcf9ae33abbdac
14.95,96,5,"[20, 11, 3, 6, 8]",42ded1955b90174f10efdbc0e2a0357d
14.98,92,5,"[7, 12, 3, 16, 8]",dbbcfc391a2b16efa873398894a986ce
14.72,66,6,"[5, 6, 5, 5, 6, 6]",07ac3f054d92f3675dabd2def69bdf51
14.72,80,5,"[7, 11, 7, 5, 10]",ac9bbcf018ebd14d3a44232cb91b81e7
14.78,80,5,"[7, 8, 6, 12, 7]",001dc79033c7c9dddeb11834485b2d94
14.95,92,5,"[3, 6, 9, 15, 13]",2c451298ec632d2af0a1f85d3a77b563
14.81,78,5,"[8, 8, 7, 8, 8]",6597eabebabcdba62bf68955e924b8ed
14.71,104,5,"[20, 2, 14, 12, 4]",e0938a89bf35204054e387658377e60f
14.72,66,6,"[6, 5, 5, 5, 6, 6]",2c22053ba13c24dd3688704eb0203cdf
14.76,80,5,"[11, 7, 8, 5, 9]",9da0a2ba29d12e55229b5a95035da47b
14.84,104,5,"[29, 4, 6, 6, 7]",2df37cea995d7cf216520aabad10e16e
14.78,80,5,"[5, 8, 11, 8, 8]",1fa3a84bc01ff50875e5e6163aa87605
14.72,66,6,"[6, 6, 5, 6, 5, 5]",e29202b7db585d1ae051ede7e8ec3589
14.76,80,5,"[8, 11, 7, 9, 5]",9ff2d6ef15fc36c5ec852380c555f81d
14.5,96,5,"[11, 13, 18, 3, 3]",9a3cfbcad8f4eace5777c860c0281239
14.76,80,5,"[7, 9, 11, 8, 5]",9dc089211df42facd065cff52d7b2cb3
14.98,92,5,"[6, 14, 16, 6, 4]",d4a7a5957623aa8e148eef4a89d9d383
14.87,104,5,"[13, 3, 8, 4, 24]",5d84a8c8869bbf53f17b0499c31b1fd2
14.72,66,6,"[6, 5, 6, 5, 6, 5]",011d8b17f19a73597a886aeac329d5e1
14.77,80,5,"[8, 10, 5, 10, 7]",a332e5663e74dc8d4e1841682d0197cb
14.95,92,5,"[6, 10, 11, 3, 16]",c487f12441b3991547ea483b57160733
14.25,104,5,"[9, 3, 2, 18, 20]",a5a8f9708c12dad5e382bcd50a070eb4
14.69,80,5,"[6, 11, 5, 10, 8]",0d2b56a1002af10cbf53b89b511ff160
14.99,92,5,"[13, 4, 13, 4, 12]",c265c3470533b3e5eddeee38e4807d8f
14.5,94,5,"[4, 11, 6, 22, 4]",d5bf27036e5590b4234b2785f898f817
14.76,80,5,"[8, 7, 11, 5, 9]",71f3b021c54646b098d42e8d979176ed
14.77,80,5,"[7, 10, 5, 10, 8]",8184ee257ea74a7340e49193e3761318
14.32,96,5,"[17, 15, 2, 10, 4]",31ac9a8b16615278955f56f51618d805
14.93,104,5,"[5, 26, 5, 12, 4]",234e4e0a3e86449f71497c18c07e1c78
14.97,92,5,"[10, 17, 3, 9, 7]",4c2d7c073f56a607770599bf0d311954
14.45,94,5,"[14, 3, 4, 19, 7]",110158ec47d5d60dd109fcca305e7874
14.71,80,5,"[12, 5, 8, 7, 8]",0dca9f1d99110c824498137b833d9479
14.04,96,5,"[6, 26, 9, 3, 4]",217af735857f87e09a2c1c16517cb845
14.19,104,5,"[26, 3, 4, 4, 15]",12b7c31d383157d7984e844ca17ca4e7
14.72,66,6,"[6, 6, 5, 5, 5, 6]",61008f0646dc692ba191c5072b83e64a
14.69,80,5,"[6, 10, 11, 5, 8]",6ed930749ba6a1beb96b7330bfb4158b
14.9,104,5,"[9, 7, 3, 27, 6]",355c7528993e9b77fec46029e8361703
14.76,80,5,"[5, 8, 9, 11, 7]",b886cc0fc2bef7b4186a38ad570d2d43
14.28,98,5,"[3, 12, 8, 23, 3]",21252094b584c788538b7126c0c2ec2c
14.68,56,10,"[3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",d80e419d7ac50af5a0ca8166d9336b6f
14.81,104,5,"[20, 9, 5, 2, 16]",eb2b50d7f02d189ffd88581736dea168
14.6,94,5,"[2, 13, 8, 17, 7]",0b475a137e9039c300c307abf99378b0
14.37,76,5,"[5, 8, 8, 11, 6]",5d914a4d512bc05845c488b236c1eac2
14.86,82,5,"[11, 6, 10, 5, 9]",304d0b00480a032be742170fbea4f84e
14.94,68,6,"[7, 6, 5, 5, 5, 6]",c15eba55e69911980381b5b970e5d528
14.68,56,10,"[3, 3, 2, 3, 3, 3, 3, 3, 2, 3]",1af190595c4989f7b821ffffb54b76c8
14.72,66,6,"[5, 6, 6, 5, 5, 6]",e85f9f85c2933172e7fac5c9d77dd317
14.76,80,5,"[8, 11, 9, 5, 7]",9c38ba4c915bb288603fc14a38e545db
14.66,96,5,"[18, 3, 6, 5, 16]",8cd6712daaee2650d13a2ed332f7ec61
14.78,94,5,"[5, 18, 3, 13, 8]",c41e356eea09fbb104be6714c347ff8d
14.72,66,6,"[5, 6, 5, 6, 6, 5]",169366b8f1726a41748a31fc14515385
14.73,80,5,"[7, 12, 6, 6, 9]",67a663e4521b7ecdd0cbc830a61aa072
14.78,94,5,"[13, 3, 12, 4, 15]",175ce9a445d6f8dad0029b9bce4bc1e4
14.69,80,5,"[8, 10, 6, 5, 11]",3b23b7324c37f0e6fd8a9ec162519ffb
14.8,94,5,"[3, 17, 5, 8, 14]",52bf004698aa3b117790caee6b22d055
14.54,96,5,"[14, 10, 17, 5, 2]",96012646c358346b323cf3cc1796dbd3
14.88,104,5,"[2, 7, 10, 24, 9]",99b0431f4813bbd35139eaf1e7c88abc
14.72,66,6,"[5, 6, 6, 5, 6, 5]",4a154b393f3563b8058fb98590a7e64b
14.73,80,5,"[6, 7, 9, 6, 12]",e9ce2924279094a32752a39c5b5c8b67
14.09,54,10,"[2, 3, 3, 3, 2, 3, 3, 2, 3, 3]",0b38650d22587e6acf6bd2f1f54c76d6
14.61,76,5,"[7, 8, 7, 8, 8]",f0221a0a1f8295f4300fb1ddce872159
14.23,74,5,"[5, 10, 8, 8, 6]",5913dabc768a1fa79aca26853d4bab1b
14.68,104,5,"[6, 24, 7, 13, 2]",7c1234083fe424bbb89aed8fdab30023
14.78,80,5,"[7, 7, 8, 6, 12]",bfd8e2472211753d8db5db1931ad13fe
14.4,96,5,"[5, 12, 20, 2, 9]",0b9e227cc099f995fa5a257fb176795a
14.76,80,5,"[5, 8, 7, 11, 9]",8e8af070d49c13a3e8273a2fbbad24b5
14.09,94,5,"[6, 4, 4, 7, 26]",1069a019acbd090d109f2634cc83ad74
14.76,80,5,"[8, 9, 5, 11, 7]",554a27f2df4f18829b11b64cf35f1216
14.95,92,5,"[6, 14, 3, 9, 14]",62b8acd7418945fbf869b024d7f0e6dc
14.69,80,5,"[11, 8, 10, 5, 6]",46de34b54f358c44c44917cadcfd2a8b
14.83,94,5,"[9, 3, 12, 5, 18]",f5b4d31ddc4509b9ce277222d9e7dfd5
14.72,66,6,"[6, 6, 5, 5, 6, 5]",b51b3b3fa8873bedb4f8a8f1a88b5eda
