final_h,final_t,L,d_sequence,hash
18.26,70,13,"[3, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3]",b1d104fc522a09ff38d9417758b2afb5
18.26,70,13,"[2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2]",b88f93782ff4c39c4fb1a2fa5c31173e
18.26,70,13,"[3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 2]",1996d352397f4bfc4fa5690d9782edba
18.51,102,6,"[9, 8, 9, 8, 9, 8]",0e25deba0d8ee4c2beb7e1034d58e648
18.1,122,6,"[3, 13, 25, 6, 6, 8]",d026b426a18bdcd6c5b23d748a5b5379
18.85,72,13,"[3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3]",8574c996b696c60845176e9c6c157216
18.79,112,6,"[11, 4, 11, 9, 13, 8]",a68d75d017a0b6e3aefcba557b5689e8
18.85,72,13,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3]",c676d32f85f45f4966c93761e534a3f7
18.26,70,13,"[3, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3]",36b1a54e830443a5a6f9cc86eefddbf3
18.51,102,6,"[9, 8, 9, 9, 8, 8]",90fedfbc253a05e4857cdc38e0e67d0b
18.85,72,13,"[2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]",052772d611beb99eb799f691c523546f
18.51,102,6,"[9, 9, 8, 9, 8, 8]",4982735e1406e86f8456447ca2ec0c2f
18.85,72,13,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3]",bcc74668655e1815fb418ed972384adb
18.6,132,7,"[9, 2, 24, 3, 2, 17, 9]",94abf02f8b4c7cf77095d1424a64c815
18.26,70,13,"[3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 3]",32312d547407bc6902b640aded14c15c
18.51,102,6,"[8, 8, 9, 8, 9, 9]",056a0c06239e638775d1f62f0cad205f
18.67,122,6,"[17, 14, 13, 5, 9, 3]",5aede2ce7e2eb7308a8e5803dc27ba16
18.85,72,13,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2]",2c3ae996d28ea55b06e9268deab790b3
18.26,70,13,"[3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3]",6bc728f7d9fc69530c7403c3df54f356
18.51,102,6,"[8, 9, 8, 9, 8, 9]",e6765cd660154c2c436bb0f7ea051b5b
18.85,72,13,"[3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3]",22fea99df9e9b07ffec811172699e76a
18.26,70,13,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3]",771699f2299d851159a1223a7fb640b5
18.51,102,6,"[8, 8, 9, 9, 9, 8]",b8e13b322b6211096d34056c5610f76d
18.85,72,13,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3]",34a14e3cf367cf3036f2f11097c69966
18.26,70,13,"[2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3]",4bd605ecfef153f4295856d4fb5a7930
18.51,102,6,"[9, 9, 9, 8, 8, 8]",86fedadf3e3cbfb994bbb37d151744c4
18.85,72,13,"[2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",0ca7ee22b2e2f25301bed89d02fdecbd
18.26,70,13,"[3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3]",a96391f1ca5009b4a05f1a648e600e42
18.51,102,6,"[9, 9, 8, 8, 9, 8]",6fed9648adb7c4c589d543857b7f6510
18.62,122,6,"[20, 8, 15, 8, 3, 7]",bedf9cd11cb51be8b6e9168578ac4da8
18.85,72,13,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3]",f6b2e44778f927548e232778e9b4b4a5
18.26,70,13,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2]",919c9d60dbab6d6a6d25749b46ea8bae
18.11,122,6,"[6, 4, 14, 20, 3, 14]",91c48b022475aa91586a981ebbd485bc
18.85,72,13,"[2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]",4290b82936f45fc4807f85d019224d49
18.26,70,13,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2]",7d9b6632d74b46e9b8172228b86bd44f
18.51,102,6,"[8, 9, 9, 8, 9, 8]",47a9ca5417b4fda69fe3c9b4e15c0067
18.85,72,13,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3]",1ae9a5c64e25ceaf7693f11ebea302ea
18.85,72,13,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3]",a504d72cde6ec6f7afdb5b4a9567893a
18.26,70,13,"[3, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 3]",e9ecbf8bd00817f80a85b7f2b066caff
18.26,70,13,"[3, 3, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3]",85083f3a4090b7dacfc36dff3acbeb0c
18.51,102,6,"[9, 9, 8, 8, 8, 9]",d943f05d9942db3ddf68522f02128c2b
18.85,72,13,"[3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3]",8256bcfb38906b890f517f851ba31b62
18.26,70,13,"[3, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2]",4145b2c4f17a288bf3666690795ae05b
18.33,122,6,"[5, 17, 12, 6, 18, 3]",a6b3b4dbba9f7c0864ba833fcfb115f1
18.85,72,13,"[3, 3, 2, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3]",7d8f13630003bb7c0353c16652200cd7
18.26,70,13,"[2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3]",862b7f4d2828452a41686833d4c78e4c
18.51,102,6,"[8, 8, 8, 9, 9, 9]",3124f1571875d0b84ebe2d431d8baadd
18.68,122,6,"[20, 5, 5, 14, 12, 5]",467e9c60263fe3ac90b22fdc50878c01
18.85,72,13,"[3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2]",af14c3a0f1d6a18c32ad23c1d4f94e70
18.26,70,13,"[2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2]",3e0426f35c2e23ad093d519df833467e
18.85,72,13,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3]",c9de0ff9fe1fc2ea299b8548e897a00d
18.26,70,13,"[3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3]",2fcf5dabe569ebb983c6f433c5d98fa4
18.67,122,6,"[11, 13, 14, 2, 8, 13]",203f50d0469874ac5e579bb3fb6afe20
18.85,72,13,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2]",adfab096f80d9ddead4f3964855f47f4
18.26,70,13,"[2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3]",06741578a19d3adce2084542a2fa5b7f
18.51,102,6,"[8, 8, 9, 9, 8, 9]",909516e68d03d8b61288b957da742ed3
18.51,122,6,"[5, 11, 9, 12, 3, 21]",b3104a6b125c80d642c4589227742e3f
18.85,72,13,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2]",4a58e5aa2ca955a1e5c718b9d920c0d8
18.26,70,13,"[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2]",d46bbe0c27823a50e38ed3c508eefe48
18.8,122,6,"[13, 3, 13, 15, 12, 5]",f236e4f76d965b0440f1d6efab1808b1
18.85,72,13,"[3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3]",55829037701591385ac1a3083ee87347
18.26,70,13,"[3, 3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3]",7357b8d3d0c56453234267650db55b50
18.85,72,13,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2]",5ccec14e4915eefcfe482f86a40a90fd
18.51,102,6,"[8, 9, 9, 9, 8, 8]",270d24183acdadd09a953004c32583d2
18.72,122,6,"[4, 6, 15, 16, 5, 15]",a162113ee24e042305b8e09884242fb4
18.85,72,13,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3]",57b0a6d6b8138031d94d80ff3d31b08d
18.91,122,6,"[10, 5, 21, 6, 13, 6]",864c1dfe936253e86d6849c96e9b1f75
18.85,72,13,"[3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3]",9239dc0ad3cdc6200faa62b5e46e20ce
18.26,70,13,"[3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3]",e37905dd7a08ee29fc8397c2ebd6f9e0
18.56,122,6,"[8, 13, 3, 19, 5, 13]",22d4b23249556fb7f10ac40b8e042e7b
18.85,72,13,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3]",c93e618916b914e80d7c4e04d12fb3b8
18.78,116,6,"[3, 9, 11, 12, 9, 14]",2dcf51147bb10c2796c719bb15714132
18.9,110,6,"[7, 12, 8, 8, 7, 13]",a486e4cd33cd6069949752b3d0d98dd0
18.85,72,13,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2]",102b36f2714ed921c2b09772ad8ade83
18.26,70,13,"[2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3]",cd3939a10217a2f596a1b986d9e47200
18.51,102,6,"[9, 8, 8, 9, 8, 9]",0091bfb434af98f201c323841501bd8c
18.85,72,13,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3]",3944ee6d57e48acaf92c3edd5e0b3188
18.26,70,13,"[2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3]",0fa5d5a87764daf535627d36fab9f8d8
18.88,122,6,"[14, 3, 8, 10, 18, 8]",a076acac6127cd2e2d3a4f438e7a1656
18.85,72,13,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3]",e3e3d9e6266d1780f24700b3eff92b25
18.99,122,6,"[9, 6, 10, 6, 7, 23]",5c133eac2c1a6232a6a3aa2b6109a8cf
18.85,72,13,"[3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3]",b9d4a7ed1ab15ebc0e932acfd645299f
18.26,70,13,"[3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 2]",b3c1a7585849d30ca4c276860ad8c386
18.51,102,6,"[8, 9, 8, 8, 9, 9]",4c16538f13d42f63e9efdee535115479
18.23,112,6,"[17, 8, 3, 7, 12, 9]",ebcd95191b6f17261df9cfdeb9b7742b
18.26,70,13,"[2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2]",0543e948b64af604a845f2884534635c
18.85,72,13,"[2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",179105f7394143197fc6ca9b53b84c04
18.26,70,13,"[3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3, 3]",4edf655e68d5793e57853a91b1b05a56
18.85,72,13,"[3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2]",11f5b33591d667e136d9f79ab51ede59
18.26,70,13,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2]",71c695ac10cadcc56bc448db0f162fcb
18.65,122,6,"[5, 3, 12, 10, 12, 19]",0aa83f3036f1d6dd307989cbd048bb4d
18.85,72,13,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2]",00e16929e993d9f50baa849faf3ccaae
18.26,70,13,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2]",c6ff3b6bfccd7ca6b87b3b2c0a96a973
18.92,122,6,"[8, 6, 9, 5, 23, 10]",c57b40de54e2ef197899d90418c134fb
18.26,70,13,"[3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3]",8868a7ff622c4d244ceaf05463d7ff7c
18.51,102,6,"[8, 9, 9, 8, 8, 9]",32c6968d99fc1228565c28203c97bf6f
18.26,70,13,"[3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2]",d1d9192fe940bf5f865542a564e126e1
18.85,72,13,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3]",a8b85decd16825793e9929f66dc8fe4b
18.26,70,13,"[3, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3]",bae4df1521a0ac9817227873c4064aad
18.85,72,13,"[3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",0e13f73b97ee9f333586ba1395abf0f2
18.26,70,13,"[3, 2, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3]",6b7a39a9b9514f827b2ff9cda4955587
18.85,72,13,"[3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",29f18af9bc73ad52af408e0191451a02
18.24,112,6,"[7, 3, 7, 10, 15, 14]",b4370303dc5b6fef34a86d191cf6d823
18.26,70,13,"[3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]",a4b2a860c129734d4fc8dfd6a536db4f
18.85,72,13,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2]",bf4a65d3205234f920c4c88f8019272e
18.54,112,6,"[6, 14, 9, 4, 9, 14]",1b8cffdcf6d6d6408dc219b839acaeaa
18.26,70,13,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2]",4a286615724103e1b7aa398caf1c4fdb
18.85,72,13,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2]",ba10aa0d780ccecec5f5c3b68f8e1518
18.54,112,6,"[8, 15, 6, 4, 12, 11]",bc2c034e0ffe3781aafa8fbc77ac00b0
18.85,72,13,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2]",735409d37db55b5bce259295b8ffbe8b
18.26,70,13,"[2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3]",a4f030b4cc2ce35676d57c1960c25bdf
18.85,72,13,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3]",0cff230aabb346aad2292237d71175c0
18.26,70,13,"[2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2]",9c9adb2ba472d02a5310061ad0014b86
18.85,72,13,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2]",6f89ed90aa7ef8a420f72f4a1faec0db
18.13,112,6,"[9, 6, 17, 8, 3, 13]",f33006d2c3452caf30f2a49e3f792855
18.26,70,13,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 2]",44c305e1c335afad7670567294414d39
18.85,72,13,"[2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3]",f6f1a1da4fdb9e04de16278f300ec83d
18.26,70,13,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2]",426fd40d9bf481abc48b1607f1781339
18.85,72,13,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2]",734070c70998df22b696556259dba23b
18.26,70,13,"[3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2]",78938f11eb72f557895ab0553177db19
18.72,112,6,"[4, 7, 12, 13, 9, 11]",93f597366d4fd46a5db6723fb77405e0
18.85,72,13,"[3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3]",bebf751302a29436e4d8ff9d3990971c
18.26,70,13,"[2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2]",abe8efba23e3d4e7b41fd3d647c99978
18.85,72,13,"[3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3]",9cbb07a5eb64230f78e737d09e215e08
18.26,70,13,"[3, 3, 3, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3]",343b7328eba0c556602ca5903a488a31
18.45,112,6,"[17, 4, 10, 8, 6, 11]",bfbcd06f4fdfa2bc965c44afceba513b
18.07,112,6,"[20, 11, 5, 5, 10, 5]",0fe4025e033a4e06bd4487ace2a24e7e
18.26,70,13,"[2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2]",58a33a0c5d7cd0ffa484ae6e36e712c7
18.85,72,13,"[3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3]",283027d9c66ce9003e14b9a4595f5717
18.66,116,6,"[8, 10, 12, 18, 4, 6]",0876b2a0f5a75e732db11fec611d4b61
18.34,124,6,"[23, 4, 15, 10, 6, 4]",050d933582f724fddb2c7756a9ce6a29
18.37,110,6,"[11, 5, 4, 10, 14, 11]",6431fe44b53895abcdf0a527325e93b5
18.85,72,13,"[2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",97e8bdce37c8d24abd47af4307b0422c
18.08,110,6,"[9, 8, 20, 8, 4, 6]",835540f7fd3b01723b7f09c54ee1c753
18.26,70,13,"[2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]",042d82e60d56f9ea60e3929b2a0e6490
18.85,72,13,"[3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3]",37b37133bc407bb5202bb15baf080e7b
18.37,112,6,"[7, 16, 4, 9, 14, 6]",7cc1abe57c9c982e0a20277a7a94d132
18.26,70,13,"[3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3]",18048c50b4da0a1de49efa7565eb2145
18.22,112,6,"[6, 4, 5, 14, 13, 14]",fc815302a508978b0817fc9be777b6c1
18.26,70,13,"[3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 2]",e338a298c47a85ebae3f9c0455fc6469
18.85,72,13,"[3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3]",a6ae576e9df6052aae35326290e35088
18.26,70,13,"[3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3]",401c3ec0455a18bb913dc0044dcca0fb
18.85,72,13,"[3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3]",6ddc4d245be5b7156df049069b6ef3ec
18.28,112,6,"[7, 15, 14, 3, 9, 8]",38695869b8905f660640a1df7d7bebeb
