final_h,final_t,L,d_sequence,hash
6.64,40,2,"[10, 10]",0ad2b1926d007fa6a0312998bec00a95
6.78,42,2,"[10, 11]",b093a2d1d828acade199faab9a5d4de8
6.17,34,2,"[9, 8]",023388b73e62ac898512d02220f382f0
6.0,32,2,"[8, 8]",332c0ac2c1f94c867ec7a498ced7c423
6.17,34,2,"[8, 9]",2581b98e4f2d52cce34c63517ced3027
6.04,34,2,"[11, 6]",74256a1591dea76c25abbed0cf6782f0
6.04,34,2,"[6, 11]",0f8f3b15b71138b3fa4331deb1b307d0
6.13,34,2,"[7, 10]",0c3bdff4ac6ed65d06b712f8eb54cc68
6.13,34,2,"[10, 7]",6562fce9bc14cad9268c53b25cf6ac35
6.49,46,2,"[18, 5]",272f36680cb12cec6c12f8607e101be4
6.67,46,2,"[6, 17]",638d12cdcb0e50f0b2937d6b2e338eae
6.91,46,2,"[8, 15]",bd9be663d2cf95049dcd075a84f7df7d
6.75,48,2,"[18, 6]",38fcd9e53c86a41c3c02fa644a26dff3
6.86,66,3,"[2, 29, 2]",cdc36361bbfab53de57bc965ed41b5bb
6.75,48,2,"[6, 18]",340953470a973752f3681c8189a6ac96
6.32,48,2,"[20, 4]",aaba0a3150662afc3da47d38d1b3ad34
6.32,48,2,"[4, 20]",ddd2dc3e8c4caa96b0218c117cb70b69
6.86,66,3,"[29, 2, 2]",646ed34a67eacc2d3e967c640fd64fb0
6.46,52,3,"[2, 2, 22]",0cf6e4868ce0af0933cd21b4375f02c8
6.98,52,3,"[2, 21, 3]",37b1d3a9246e3b4a4b473f341e8db8bf
6.98,52,3,"[3, 2, 21]",b6687ac47a7f6df89947aed828d135fb
6.34,24,4,"[3, 3, 3, 3]",a32fe5a0978e40bece3ef3c4d9ebb46b
6.91,68,3,"[2, 2, 30]",22fcbb919695140d2ea01002cb23e02e
6.92,44,2,"[11, 11]",33309be81fb2a0b7c4ff5d32d6fb6264
6.04,50,2,"[3, 22]",6e8345d66ac03b4b3e491b7188b5f5ef
6.04,50,2,"[22, 3]",8074348cde8ee759400e74aa53df9f74
6.83,50,2,"[19, 6]",4e0be1e57e549421b904398b58cda317
6.83,50,2,"[6, 19]",f34d91ba07fc29d29c380f4ab15b9380
6.98,50,2,"[18, 7]",97363d5628c088eeb8364b840581edb2
6.64,50,2,"[5, 20]",142bf60262da9584311c7ff5a4e41ef6
6.64,50,2,"[20, 5]",672fea5b75e77f3f82cd0094cf8a5d8e
6.41,44,2,"[17, 5]",d5e9a4da259c8ff56e4110e391ba4ce0
6.39,50,2,"[4, 21]",78bebdce5c70314aa8ddf15efafb5177
6.87,44,2,"[9, 13]",d0cda45ef0b061bbbfbacacd90406d10
6.71,44,2,"[15, 7]",3d576713d55ac2a786dc69f761508550
6.41,44,2,"[5, 17]",89c7910820386ac80e5b0381e0281e7e
6.71,44,2,"[7, 15]",dbb7827ebbc71875fd3ac78a02482acc
6.87,44,2,"[13, 9]",6eb35f58093f73e97d7ca258b955a169
6.75,26,5,"[2, 3, 3, 2, 3]",30e7ccd3ed8cf1fc35973d1482e20943
6.98,52,3,"[21, 3, 2]",8138a88b5f71be897d0eba2952183557
6.91,68,3,"[2, 30, 2]",8cf6af1e209706bd36ec3835d9854755
6.7,60,3,"[2, 2, 26]",c895033163e3ef713616db7e77c2e799
6.98,52,3,"[21, 2, 3]",c4ecc4aef9aaaa3008fb64ac44d5aa3f
6.49,38,2,"[10, 9]",091f0e294b8caba04cadb7d3ff79fe5f
6.49,38,2,"[9, 10]",747cc3ba8b6dd6a82c037a75767354b9
6.46,52,3,"[22, 2, 2]",d7d97deaee43b42a67e54a99dc9db79c
6.98,52,3,"[2, 3, 21]",959746ab70a85c2eacbc96ef6596e75d
6.98,50,2,"[7, 18]",f70b75477cda53a6756c353b0415a493
6.39,50,2,"[21, 4]",0e77739b21e129eb36ed5a998a7487b8
6.52,54,3,"[2, 2, 23]",5f5245ce6f24e7144d6cef5f7ac7d5fe
6.0,40,2,"[4, 16]",27ec28940336efb5ed6770142b250f70
6.58,40,2,"[12, 8]",3c7c1bc60c9b1d260eef27b22e6e3073
6.39,40,2,"[14, 6]",c70f207fc2a12043d46f53149965cf00
6.58,40,2,"[8, 12]",edf4ff188f15cd7f387540ddb11c5b58
6.98,32,3,"[7, 6, 3]",f1f919b2539c10c595c9f80261ab46e8
6.39,40,2,"[6, 14]",94601bbe167dec05f79d99cf326c7432
6.49,32,3,"[10, 3, 3]",4353874578d6c397b935e9e07207f3d5
6.0,40,2,"[16, 4]",4a8382978640be36cff46a8afd7d78ff
6.91,32,3,"[5, 8, 3]",a133e7cacce9cfb2e0d38e8068096443
6.75,32,3,"[9, 3, 4]",2121e4a60a67111c4c8900a5da479d9d
6.75,32,3,"[4, 9, 3]",017ab71b02d64f32b1f1e76b5db89bf5
6.61,32,3,"[2, 7, 7]",5fc02c5b11698c88691d76130f76e95a
6.98,32,3,"[3, 7, 6]",9251930ffd6836a07d7ef4ccdb76fa1c
6.75,32,3,"[3, 9, 4]",6dc9c13064ee6916389629c1c1981203
6.91,32,3,"[8, 3, 5]",6bc0547ea9ba8ca76d8e79997ae9d14f
6.98,32,3,"[7, 3, 6]",6f644f07ca86d096e4148f177bb1b185
6.91,32,3,"[3, 5, 8]",c20436612c36ab2033df78b85b407072
6.98,32,3,"[6, 3, 7]",e6b25366c53cf601e3c855f218b9f979
6.98,32,3,"[6, 7, 3]",1d0c7fe5bc18ffc82ce5bcf4fee94a05
6.91,32,3,"[8, 5, 3]",ddf34daa4d31c812add79cc81ccf7c8a
6.49,32,3,"[2, 9, 5]",fb56fd0a90ab9e419a835577a685f940
6.64,58,3,"[2, 25, 2]",49df03ed52bb7b9b542805a72abdfffb
6.89,48,2,"[17, 7]",9e2d3a0fcd82051a61ac4105474663ef
6.91,68,3,"[30, 2, 2]",66ddaf495874bba50c7889d9eaa44d59
6.89,48,2,"[7, 17]",fdcd42565415c3564103cd3156105ecc
6.7,60,3,"[26, 2, 2]",5e81c8201cfc406854fa65f8440b26db
